text|label
Razem, młodzi przyjaciele!...|mickiewicz
Choć droga stroma i śliska,|mickiewicz
Gwałt i słabość bronią wchodu:|mickiewicz
Gwałt niech się gwałtem odciska,|mickiewicz
A ze słabością łamać uczmy się za młodu!|mickiewicz
Dzieckiem w kolebce kto łeb urwał|mickiewicz
Hydrze, Ten młody zdusi Centaury,|mickiewicz
Piekłu ofiarę wydrze,|mickiewicz
Do nieba pójdzie po laury.|mickiewicz
Tam sięgaj, gdzie wzrok nie sięga;|mickiewicz
Łam, czego rozum nie złamie:|mickiewicz
Młodości! orla twych lotów potęga,|mickiewicz
Jako piorun twoje ramię.|mickiewicz
Hej! ramię do ramienia! spólnymi łańcuchy|mickiewicz
Opaszmy ziemskie kolisko!|mickiewicz
Zestrzelmy myśli w jedno ognisko|mickiewicz
I w jedno ognisko duchy!...|mickiewicz
Dalej, bryło, z posad świata!|mickiewicz
Nowymi cię pchniemy tory,|mickiewicz
Aż opleśniałej zbywszy się kory,|mickiewicz
Zielone przypomnisz lata.|mickiewicz
A jako w krajach zamętu i nocy,|mickiewicz
Skłóconych żywiołów waśnią,|mickiewicz
Jednym "stań się" z bożej mocy|mickiewicz
Świat rzeczy stanął na zrębie;|mickiewicz
Szumią wichry, cieką głębie,|mickiewicz
A gwiazdy błękit rozjaśnią -|mickiewicz
W krajach ludzkości jeszcze noc głucha:|mickiewicz
Żywioły chęci jeszcze są w wojnie;|mickiewicz
Oto miłość ogniem zionie,|mickiewicz
Wyjdzie z zamętu świat ducha:|mickiewicz
Młodość go pocznie na swoim łonie,|mickiewicz
A przyjaźń w wieczne skojarzy spojnie.|mickiewicz
Pryskają nieczułe lody|mickiewicz
I przesądy światło ćmiące;|mickiewicz
Witaj, jutrzenko swobody,|mickiewicz
Zbawienia za tobą słońce!|mickiewicz
Litwo! Ojczyzno moja! ty jesteś jak zdrowie.|mickiewicz
Ile cię trzeba cenić, ten tylko się dowie,|mickiewicz
Kto cię stracił. Dziś piękność twą w całej ozdobie|mickiewicz
Widzę i opisuję, bo tęsknię po tobie.|mickiewicz
Panno Święta, co Jasnej bronisz Częstochowy|mickiewicz
I w Ostrej świecisz Bramie! Ty, co gród zamkowy|mickiewicz
Nowogródzki ochraniasz z jego wiernym ludem!|mickiewicz
Jak mnie dziecko do zdrowia powróciłaś cudem|mickiewicz
(Gdy od płaczącej matki pod Twoję opiekę|mickiewicz
Ofiarowany, martwą podniosłem powiekę|mickiewicz
I zaraz mogłem pieszo do Twych świątyń progu|mickiewicz
Iść za wrócone życie podziękować Bogu),|mickiewicz
Tak nas powrócisz cudem na Ojczyzny łono.|mickiewicz
Tymczasem przenoś moję duszę utęsknioną|mickiewicz
Do tych pagórków leśnych, do tych łąk zielonych,|mickiewicz
Szeroko nad błękitnym Niemnem rozciągnionych;|mickiewicz
Do tych pól malowanych zbożem rozmaitem,|mickiewicz
Wyzłacanych pszenicą, posrebrzanych żytem;|mickiewicz
Gdzie bursztynowy świerzop, gryka jak śnieg biała,|mickiewicz
Gdzie panieńskim rumieńcem dzięcielina pała,|mickiewicz
A wszystko przepasane, jakby wstęgą, miedzą|mickiewicz
Zieloną, na niej z rzadka ciche grusze siedzą.|mickiewicz
Jedzą, piją, lulki palą,|mickiewicz
Tańce, hulanka, swawola;|mickiewicz
Ledwie karczmy nie rozwalą,|mickiewicz
Cha cha, chi chi, hejza, hola!|mickiewicz
Twardowski siadł w końcu stoła,|mickiewicz
Podparł się w boki jak basza;|mickiewicz
«Hulaj dusza! hulaj!» – woła,|mickiewicz
Śmieszy, tumani, przestrasza.|mickiewicz
Żołnierzowi, co grał zucha,|mickiewicz
Wszystkich łaje i potrąca,|mickiewicz
Świsnął szablą koło ucha,|mickiewicz
Już z żołnierza masz zająca.|mickiewicz
Na patrona z trybunału,|mickiewicz
Co milczkiem wypróżniał rondel,|mickiewicz
Zadzwonił kieską pomału,|mickiewicz
Z patrona robi się kondel.|mickiewicz
Szewcu w nos wyciął trzy szczutki,|mickiewicz
Do łba przymknął trzy rureczki,|mickiewicz
Cmoknął, cmok, i gdańskiej wódki|mickiewicz
Wytoczył ze łba pół beczki.|mickiewicz
Wtem gdy wódkę pił z kielicha,|mickiewicz
Kielich zaświstał, zazgrzytał;|mickiewicz
Patrzy na dno: co u licha?|mickiewicz
Po coś tu, kumie, zawitał?|mickiewicz
Diablik to był w wódce na dnie,|mickiewicz
Istny Niemiec, sztuczka kusa;|mickiewicz
Skłonił się gościom układnie,|mickiewicz
Zdjął kapelusz i dał susa.|mickiewicz
Z kielicha aż na podłogę|mickiewicz
Pada, rośnie na dwa łokcie,|mickiewicz
Nos jak haczyk, kurzą nogę|mickiewicz
I krogulcze ma paznokcie.|mickiewicz
«A! Twardowski, witam, bracie.»|mickiewicz
To mówiąc bieży obcesem:|mickiewicz
«Cóż to, czyliż mię nie znacie?|mickiewicz
Jestem Mefistofelesem.|mickiewicz
Wszak ze mnąś na Łysej Górze|mickiewicz
Robił o duszę zapisy;|mickiewicz
Cyrograf na byczej skórze|mickiewicz
Podpisałeś ty, i bisy|mickiewicz
Miały słuchać twego rymu;|mickiewicz
Ty, jak dwa lata przebiegą,|mickiewicz
Miałeś pojechać do Rzymu,|mickiewicz
By cię tam porwać jak swego.|mickiewicz
Już i siedem lat uciekło,|mickiewicz
Cyrograf nadal nie służy;|mickiewicz
Ty czarami dręcząc piekło,|mickiewicz
Ani myślisz o podróży.|mickiewicz
Ale zemsta, choć leniwa,|mickiewicz
Nagnała cię w nasze sieci;|mickiewicz
Ta karczma Rzym się nazywa,|mickiewicz
Kładę areszt na waszeci.»|mickiewicz
Twardowski ku drzwióm się kwapił|mickiewicz
Na takie dictum acerbum;|mickiewicz
Diabeł za kontusz ułapił:|mickiewicz
«A gdzie jest nobile verbum?»|mickiewicz
Co tu począć? – kusa rada,|mickiewicz
Przyjdzie już nałożyć głową.|mickiewicz
Twardowski na koncept wpada|mickiewicz
I zadaje trudność nową.|mickiewicz
«Patrz w kontrakt, Mefistofilu,|mickiewicz
Tam warunki takie stoją: |mickiewicz
Po latach tylu a tylu,|mickiewicz
Gdy przyjdziesz brać duszę moją,|mickiewicz
Będę miał prawo trzy razy|mickiewicz
Zaprząc ciebie do roboty;|mickiewicz
A ty najtwardsze rozkazy|mickiewicz
Musisz spełnić co do joty.|mickiewicz
Patrz, oto jest karczmy godło,|mickiewicz
Koń malowany na płótnie;|mickiewicz
Ja chcę mu wskoczyć na siodło,|mickiewicz
A koń niech z kopyta utnie.|mickiewicz
Skręć mi przy tym biczyk z piasku,|mickiewicz
Żebym miał czym konia chłostać,|mickiewicz
I wymuruj gmach w tym lasku,|mickiewicz
Bym miał gdzie na popas zostać.|mickiewicz
Gmach będzie z ziarnek orzecha,|mickiewicz
Wysoki pod szczyt Krępaku,|mickiewicz
Z bród żydowskich ma być strzecha,|mickiewicz
Pobita nasieniem z maku.|mickiewicz
Patrz, oto na miarę ćwieczek,|mickiewicz
Cal gruby, długi trzy cale,|mickiewicz
W każde z makowych ziareczek|mickiewicz
Wbij mi takie trzy bratnale».|mickiewicz
Mefistofil duchem skoczy,|mickiewicz
Konia czyści, karmi, poi,|mickiewicz
Potem bicz z piasku utoczy|mickiewicz
I już w gotowości stoi.|mickiewicz
Twardowski dosiadł biegusa,|mickiewicz
Probuje podskoków, zwrotów,|mickiewicz
Stępa, galopuje, kłusa,|mickiewicz
Patrzy, aż i gmach już gotów.|mickiewicz
«No! wygrałeś, panie bisie;|mickiewicz
Lecz druga rzecz nic skończona:|mickiewicz
Trzeba skąpać się w tej misie,|mickiewicz
A to jest woda święcona».|mickiewicz
Diabeł kurczy się i krztusi,|mickiewicz
Aż zimny pot na nim bije;|mickiewicz
Lecz pan każe, sługa musi;|mickiewicz
Skąpał się biedak po szyję.|mickiewicz
Wyleciał potem jak z procy,|mickiewicz
Otrząsł się, dbrum! parsknął raźnie.|mickiewicz
«Teraz jużeś w naszej mocy,|mickiewicz
Najgorętsząm odbył łaźnię».|mickiewicz
«Jeszcze jedno, będzie kwita, |mickiewicz
Zaraz pęknie moc czartowska;|mickiewicz
Patrzaj, oto jest kobiéta,|mickiewicz
Moja żoneczka Twardowska.|mickiewicz
Ja na rok u Belzebuba|mickiewicz
Przyjmę za ciebie mieszkanie.|mickiewicz
Niech przez ten rok moja luba|mickiewicz
Z tobą jak z mężem zostanie.|mickiewicz
Przysiąż jej miłość, szacunek|mickiewicz
I posłuszeństwo bez granic;|mickiewicz
Złamiesz choć jeden warunek,|mickiewicz
Już cała ugoda za nic».|mickiewicz
Diabeł do niego pół ucha,|mickiewicz
Pół oka zwrócił do samki,|mickiewicz
Niby patrzy, niby słucha,|mickiewicz
Tymczasem już blisko klamki.|mickiewicz
Gdy mu Twardowski dokucza,|mickiewicz
Od drzwi, od okien odpycha,|mickiewicz
Czmychnąwszy dziurką od klucza,|mickiewicz
Dotąd jak czmycha, tak czmycha.|mickiewicz
Hej, użyjmy żywota!|mickiewicz
Wszak żyjem tylko raz;|mickiewicz
Niechaj ta czara złota|mickiewicz
Nie próżno wabi nas.|mickiewicz
Hejże do niej wesoło!|mickiewicz
Niechaj obiega w koło,|mickiewicz
Chwytaj i do dna chyl|mickiewicz
Zwiastunkę słodkich chwil!|mickiewicz
Po co tu obce mowy?|mickiewicz
Polski pijemy miód;|mickiewicz
Lepszy śpiew narodowy|mickiewicz
I lepszy bratni ród.|mickiewicz
W ksiąg greckich, rzymskich steki|mickiewicz
Wlazłeś, nie żebyś gnił;|mickiewicz
Byś bawił się jak Greki,|mickiewicz
A jak Rzymianin bił.|mickiewicz
Ot tam siedzą prawnicy,|mickiewicz
I dla nich puchar staw,|mickiewicz
Dzisiaj trzeba prawicy,|mickiewicz
A jutro trzeba praw.|mickiewicz
Wymowa wznieść nie zdoła|mickiewicz
Dziś na wolności szczyt;|mickiewicz
Gdzie przyjaźń, miłość woła,|mickiewicz
Tam, bracia, cyt! tam cyt!|mickiewicz
Kto metal kwasi, pali,|mickiewicz
Skwasi metal i czas;|mickiewicz
My ze złotych metali|mickiewicz
Bacha ciągnijmy kwas.|mickiewicz
Ten się śród mędrców liczy,|mickiewicz
Zna chemiją, ma gust,|mickiewicz
Kto pierwiastek słodyczy|mickiewicz
Z lubych wyciągnął ust.|mickiewicz
Mierzący świata drogi,|mickiewicz
Gwiazdy i nieba strop,|mickiewicz
Archimed był ubogi,|mickiewicz
Nie miał gdzie oprzeć stop.|mickiewicz
„Pójdźcie, o dziatki, pójdźcie wszystkie razem|mickiewicz
Za miasto, pod słup na wzgórek,|mickiewicz
Tam przed cudownym klęknijcie obrazem,|mickiewicz
Pobożnie zmówcie paciórek.|mickiewicz
Tato nie wraca; ranki i wieczory|mickiewicz
We łzach go czekam i trwodze;|mickiewicz
Rozlały rzeki, pełne zwierza bory|mickiewicz
I pełno zbójców na drodze”.|mickiewicz
Słysząc to dziatki biegą wszystkie razem,|mickiewicz
Za miasto, pod słup na wzgórek,|mickiewicz
Tam przed cudownym klękają obrazem|mickiewicz
I zaczynają paciórek.|mickiewicz
Całują ziemię, potem: „W imię Ojca,|mickiewicz
Syna i Ducha Świętego,|mickiewicz
Bądź pochwalona, przenajświętsza Trójca,|mickiewicz
Teraz i czasu wszelkiego”.|mickiewicz
Potem: Ojcze nasz i Zdrowaś, i Wierzę,|mickiewicz
Dziesięcioro i koronki,|mickiewicz
A kiedy całe zmówili pacierze,|mickiewicz
Wyjmą książeczkę z kieszonki.|mickiewicz
I litaniją do Najświętszej Matki|mickiewicz
Starszy brat śpiewa, a z bratem|mickiewicz
„Najświętsza Matko – przyśpiewują dziatki,|mickiewicz
Zmiłuj się, zmiłuj nad tatem!”|mickiewicz
Wtem słychać tarkot, wozy jadą drogą|mickiewicz
I wóz znajomy na przedzie;|mickiewicz
Skoczyły dzieci i krzyczą jak mogą:|mickiewicz
„Tato, ach, tato nasz jedzie!”|mickiewicz
Obaczył kupiec, łzy radośne leje,|mickiewicz
Z wozu na ziemię wylata;|mickiewicz
„Ha, jak się macie, co się u was dzieje?|mickiewicz
Czyście tęskniły do tata?|mickiewicz
Mama czy zdrowa? ciotunia? domowi?|mickiewicz
A ot rozynki w koszyku”.|mickiewicz
Ten sobie mówi, a ten sobie mówi,|mickiewicz
Pełno radości i krzyku.|mickiewicz
„Ruszajcie – kupiec na sługi zawoła –|mickiewicz
Ja z dziećmi pójdę ku miastu”.|mickiewicz
Idzie... aż zbójcy obskoczą dokoła,|mickiewicz
A zbójców było dwunastu.|mickiewicz
Brody ich długie, kręcone wąsiska,|mickiewicz
Wzrok dziki, suknia plugawa;|mickiewicz
Noże za pasem, miecz u boku błyska,|mickiewicz
W ręku ogromna buława.|mickiewicz
Krzyknęły dziatki, do ojca przypadły,|mickiewicz
Tulą się pod płaszcz na łonie;|mickiewicz
Truchleją sługi, struchlał pan wybladły,|mickiewicz
Drżące ku zbójcom wzniosł dłonie.|mickiewicz
„Ach, bierzcie wozy, ach, bierzcie dostatek,|mickiewicz
Tylko puszczajcie nas zdrowo,|mickiewicz
Nie róbcie małych sierotami dziatek|mickiewicz
I młodej małżonki wdową”.|mickiewicz
Nie słucha zgraja, ten już wóz wyprzęga,|mickiewicz
Zabiera konie, a drugi|mickiewicz
„Pieniędzy!” – krzyczy i buławą sięga,|mickiewicz
Ów z mieczem wpada na sługi.|mickiewicz
Wtem: „Stójcie, stójcie!” – krzyknie starszy zbójca|mickiewicz
I spędza bandę precz z drogi,|mickiewicz
A wypuściwszy i dzieci, i ojca,|mickiewicz
„Idźcie – rzekł – dalej bez trwogi”.|mickiewicz
Kupiec dziękuje, a zbójca odpowie:|mickiewicz
„Nie dziękuj, wyznam ci szczerze,|mickiewicz
Pierwszy bym pałkę strzaskał na twej głowie,|mickiewicz
Gdyby nie dziatek pacierze.|mickiewicz
Dziatki sprawiły, że uchodzisz cało,|mickiewicz
Darzą cię życiem i zdrowiem;|mickiewicz
Im więc podziękuj za to, co się stało,|mickiewicz
A jak się stało, opowiem.|mickiewicz
Z dawna już słysząc o przejeździe kupca,|mickiewicz
I ja, i moje kamraty,|mickiewicz
Tutaj za miastem, przy wzgórku u słupca|mickiewicz
Zasiadaliśmy na czaty.|mickiewicz
Dzisiaj nadchodzę, patrzę między chrusty,|mickiewicz
Modlą się dziatki do Boga,|mickiewicz
Słucham, z początku porwał mię śmiech pusty,|mickiewicz
A potem litość i trwoga.|mickiewicz
Słucham, ojczyste przyszły na myśl strony,|mickiewicz
Buława upadła z ręki;|mickiewicz
Ach! ja mam żonę, i u mojej żony|mickiewicz
Jest synek taki maleńki.|mickiewicz
Kupcze! jedź w miasto, ja do lasu muszę;|mickiewicz
Wy, dziatki, na ten pagórek|mickiewicz
Biegajcie sobie, i za moję duszę|mickiewicz
Zmówcie też czasem paciórek”.|mickiewicz
Dziś gdy chce ruszać światy|mickiewicz
Jego Newtońska Mość,|mickiewicz
Niechaj policzy braty|mickiewicz
I niechaj powie: dość.|mickiewicz
Cyrkla, wagi i miary|mickiewicz
Do martwych użyj brył;|mickiewicz
Mierz siłę na zamiary,|mickiewicz
Nie zamiar podług sił.|mickiewicz
Bo gdzie się serca palą,|mickiewicz
Cyrklem uniesień duch,|mickiewicz
Dobro powszechne skalą,|mickiewicz
Jedność większa od dwóch.|mickiewicz
Hej, użyjmy żywota!|mickiewicz
Wszak żyjem tylko raz;|mickiewicz
Tu stoi czara złota,|mickiewicz
A wnet przeminie czas.|mickiewicz
Krew stygnie, włos się bieli,|mickiewicz
W wieczności wpadniem toń;|mickiewicz
To oko zamknie Feli,|mickiewicz
To filarecka dłoń.|mickiewicz
